username,date,first_topic,first_topic_name,first_topic_prob,sentiment,sentiment_prob,emotion,emotion_prob,second_topic,second_topic_name,second_topic_prob,text,lemmatized_text,per_word_topics,per_word_topics_name
marwilliamson,2023-08-22 22:10:23+00:00,3,News/radio/livestream,0.50858504,neutral,0.773673415184021,anticipation,0.5333815813064575,6.0,Election/debate,0.42860654,"New event added in Barre, Vermont on Wednesday 8/23. Join me at 8:30am at Espresso Bueno in Barre, Vermont. More information at https://t.co/GRziRaJB8M https://t.co/m7LXMuEbiS",event added barre vermont wednesday join espresso bueno barre vermont information,"[('wednesday', [6]), ('event', [6]), ('information', [6]), ('join', [6]), ('added', [6]), ('vermont', [3]), ('barre', [3]), ('bueno', [3]), ('espresso', [3])]","[('wednesday', ['Election/debate']), ('event', ['Election/debate']), ('information', ['Election/debate']), ('join', ['Election/debate']), ('added', ['Election/debate']), ('vermont', ['News/radio/livestream']), ('barre', ['News/radio/livestream']), ('bueno', ['News/radio/livestream']), ('espresso', ['News/radio/livestream'])]"
marwilliamson,2023-07-30 13:31:17+00:00,3,News/radio/livestream,0.39900884,positive,0.6867091059684753,joy,0.5172134041786194,6.0,Election/debate,0.31822133,"I miss that little blue bird. It was a symbol we all shared, childlike and kind of charming. An homage to something natural replaced by a soulless X. What a perfect symbol for the larger problem of our times.",miss little blue bird symbol shared childlike kind charming homage natural replaced soulless  perfect symbol larger problem time,"[('problem', [4, 6]), ('time', [6, 4]), ('little', [6, 4]), ('shared', [5, 4]), ('perfect', [6, 5]), ('replaced', [3, 5]), ('blue', [6, 5]), ('kind', [6, 4]), ('symbol', [3, 6]), ('natural', [3, 5]), ('miss', [6, 5]), ('larger', [6, 4]), ('bird', [4]), ('soulless', [3]), ('charming', [3]), ('childlike', [3]), ('homage', [3])]","[('problem', ['Republicans vs democrats', 'Election/debate']), ('time', ['Election/debate', 'Republicans vs democrats']), ('little', ['Election/debate', 'Republicans vs democrats']), ('shared', ['Border/community/family', 'Republicans vs democrats']), ('perfect', ['Election/debate', 'Border/community/family']), ('replaced', ['News/radio/livestream', 'Border/community/family']), ('blue', ['Election/debate', 'Border/community/family']), ('kind', ['Election/debate', 'Republicans vs democrats']), ('symbol', ['News/radio/livestream', 'Election/debate']), ('natural', ['News/radio/livestream', 'Border/community/family']), ('miss', ['Election/debate', 'Border/community/family']), ('larger', ['Election/debate', 'Republicans vs democrats']), ('bird', ['Republicans vs democrats']), ('soulless', ['News/radio/livestream']), ('charming', ['News/radio/livestream']), ('childlike', ['News/radio/livestream']), ('homage', ['News/radio/livestream'])]"
marwilliamson,2023-08-02 18:48:34+00:00,3,News/radio/livestream,0.5304627,neutral,0.6907897591590881,joy,0.6854061484336853,1.0,American/economics/health,0.28131717,Full moon illuminates… Photo By @ScottThuman https://t.co/4ZtbCcFjWW,moon illuminates photo,"[('photo', [3]), ('moon', [1]), ('illuminates', [3])]","[('photo', ['News/radio/livestream']), ('moon', ['American/economics/health']), ('illuminates', ['News/radio/livestream'])]"
