username,date,first_topic,first_topic_name,first_topic_prob,sentiment,sentiment_prob,all_sentiments,emotion,emotion_prob,all_emotions,second_topic,second_topic_name,second_topic_prob,text,lemmatized_text,per_word_topics,per_word_topics_name
RepSherrill,2023-06-14 00:54:24+00:00,5,Border/community/family,0.53928804,positive,0.975560426712036,"{'positive': 0.9755604267120361, 'neutral': 0.022092169150710106, 'negative': 0.002347400179132819}",joy,0.9555073380470276,"{'joy': 0.9555073380470276, 'optimism': 0.03129461780190468, 'anticipation': 0.005421353038400412, 'love': 0.0034799871500581503, 'surprise': 0.0018020229181274772, 'trust': 0.001449373783543706, 'sadness': 0.0003312270564492792, 'disgust': 0.0002824960392899811, 'anger': 0.000210636731935665, 'pessimism': 0.00012616209278348833, 'fear': 9.478444553678855e-05}",1.0,American/economics/health,0.17646618,"Congratulations to Krystal, Yohaira, Liz and the entire NJ SOS Veteran’s Stakeholder Group Women’s Committee on organizing the first NJ Women Veteran Appreciation Dinner last night to honor women veterans and those who advocate for them. https://t.co/p1aQuPAIgT",congratulation krystal yohaira liz entire  veteran stakeholder group woman committee organizing  woman veteran appreciation dinner night honor woman veteran advocate,"[('group', [5, 7]), ('committee', [5, 1]), ('entire', [5, 2]), ('woman', [5, 7]), ('night', [5, 2]), ('honor', [5, 7]), ('organizing', [5, 1]), ('veteran', [5, 1]), ('congratulation', [5, 7]), ('advocate', [5, 1]), ('dinner', [7, 1]), ('liz', [2]), ('stakeholder', [1]), ('appreciation', [5]), ('krystal', [2]), ('yohaira', [5])]","[('group', ['Border/community/family', 'Abortion/rights/guns']), ('committee', ['Border/community/family', 'American/economics/health']), ('entire', ['Border/community/family', 'War']), ('woman', ['Border/community/family', 'Abortion/rights/guns']), ('night', ['Border/community/family', 'War']), ('honor', ['Border/community/family', 'Abortion/rights/guns']), ('organizing', ['Border/community/family', 'American/economics/health']), ('veteran', ['Border/community/family', 'American/economics/health']), ('congratulation', ['Border/community/family', 'Abortion/rights/guns']), ('advocate', ['Border/community/family', 'American/economics/health']), ('dinner', ['Abortion/rights/guns', 'American/economics/health']), ('liz', ['War']), ('stakeholder', ['American/economics/health']), ('appreciation', ['Border/community/family']), ('krystal', ['War']), ('yohaira', ['Border/community/family'])]"
RepSherrill,2023-06-14 00:54:26+00:00,5,Border/community/family,0.861759,positive,0.9775004982948304,"{'positive': 0.9775004982948303, 'neutral': 0.020015893504023552, 'negative': 0.002483624266460538}",joy,0.8950299024581909,"{'joy': 0.8950299024581909, 'love': 0.0730823203921318, 'optimism': 0.02798556350171566, 'trust': 0.001820088131353259, 'anticipation': 0.0006795550580136478, 'surprise': 0.0006242308882065117, 'sadness': 0.0001821206824388355, 'fear': 0.0001626120792934671, 'anger': 0.00016009589307941496, 'disgust': 0.0001561128010507673, 'pessimism': 0.00011736862506950274}",4.0,Republicans vs democrats,0.10400092,"I was honored to provide a video of my appreciation of your service and ongoing work for women veterans and have my team join you. Congratulations Brigadier General Hou, Assemblywoman Tucker and Senator Corrado on being recognized last night!",honored provide video appreciation service ongoing work woman veteran team join congratulation brigadier general hou assemblywoman tucker senator corrado recognized night,"[('work', [5, 4]), ('service', [5]), ('video', [5, 4]), ('senator', [5, 4]), ('woman', [5]), ('night', [5, 4]), ('team', [5, 4]), ('tucker', [4]), ('general', [4, 5]), ('ongoing', [5, 4]), ('veteran', [5]), ('congratulation', [5]), ('join', [5, 4]), ('provide', [5, 4]), ('honored', [5]), ('recognized', [5]), ('appreciation', [5]), ('assemblywoman', [5]), ('brigadier', [5]), ('corrado', [5]), ('hou', [5])]","[('work', ['Border/community/family', 'Republicans vs democrats']), ('service', ['Border/community/family']), ('video', ['Border/community/family', 'Republicans vs democrats']), ('senator', ['Border/community/family', 'Republicans vs democrats']), ('woman', ['Border/community/family']), ('night', ['Border/community/family', 'Republicans vs democrats']), ('team', ['Border/community/family', 'Republicans vs democrats']), ('tucker', ['Republicans vs democrats']), ('general', ['Republicans vs democrats', 'Border/community/family']), ('ongoing', ['Border/community/family', 'Republicans vs democrats']), ('veteran', ['Border/community/family']), ('congratulation', ['Border/community/family']), ('join', ['Border/community/family', 'Republicans vs democrats']), ('provide', ['Border/community/family', 'Republicans vs democrats']), ('honored', ['Border/community/family']), ('recognized', ['Border/community/family']), ('appreciation', ['Border/community/family']), ('assemblywoman', ['Border/community/family']), ('brigadier', ['Border/community/family']), ('corrado', ['Border/community/family']), ('hou', ['Border/community/family'])]"
SecretaryPete,2023-06-14 01:52:47+00:00,5,Border/community/family,0.64773583,positive,0.8742417097091675,"{'positive': 0.8742417097091675, 'neutral': 0.1168087050318718, 'negative': 0.008949583396315575}",joy,0.8333261609077454,"{'joy': 0.8333261609077454, 'optimism': 0.1566462367773056, 'anticipation': 0.0030671092681586742, 'trust': 0.002646599430590868, 'love': 0.0023539240937680006, 'surprise': 0.0008719571633264422, 'anger': 0.00036294132587499917, 'disgust': 0.0002590986550785601, 'fear': 0.00022300089767668396, 'sadness': 0.0001401608606101945, 'pessimism': 0.00010289497004123405}",8.0,Infrastructure/job/energy,0.29860651,"RT @I’ve been on the ground at the I-95 incident and am grateful that @USDOT @SecretaryPete is here today. Our federal partners are working closely with us, in conjunction with @GovernorShapiro’s emergency declaration. Follow our updates at https://t.co/Yt6TxAQBSA #i95updates https://t.co/AWU8GPus9h",ground incident grateful today federal partner working closely conjunction emergency declaration follow update,"[('today', [5, 8]), ('update', [8, 5]), ('incident', [5]), ('federal', [8, 5]), ('working', [8, 5]), ('follow', [5, 8]), ('partner', [5, 8]), ('emergency', [5, 8]), ('declaration', [5, 8]), ('ground', [5, 8]), ('closely', [5]), ('grateful', [5, 8]), ('conjunction', [5])]","[('today', ['Border/community/family', 'Infrastructure/job/energy']), ('update', ['Infrastructure/job/energy', 'Border/community/family']), ('incident', ['Border/community/family']), ('federal', ['Infrastructure/job/energy', 'Border/community/family']), ('working', ['Infrastructure/job/energy', 'Border/community/family']), ('follow', ['Border/community/family', 'Infrastructure/job/energy']), ('partner', ['Border/community/family', 'Infrastructure/job/energy']), ('emergency', ['Border/community/family', 'Infrastructure/job/energy']), ('declaration', ['Border/community/family', 'Infrastructure/job/energy']), ('ground', ['Border/community/family', 'Infrastructure/job/energy']), ('closely', ['Border/community/family']), ('grateful', ['Border/community/family', 'Infrastructure/job/energy']), ('conjunction', ['Border/community/family'])]"
RepSpanberger,2023-06-14 02:52:23+00:00,5,Border/community/family,0.6563637,positive,0.9846428036689758,"{'positive': 0.9846428036689758, 'neutral': 0.013817756436765194, 'negative': 0.0015394024085253477}",joy,0.9280120134353638,"{'joy': 0.9280120134353638, 'love': 0.03455842286348343, 'optimism': 0.034026432782411575, 'trust': 0.0015777195803821087, 'anticipation': 0.0006695246556773782, 'surprise': 0.0005249704699963331, 'anger': 0.00015123951015993953, 'disgust': 0.00014209533401299268, 'sadness': 0.00013262576248962432, 'fear': 0.00011870223534060642, 'pessimism': 8.624125621281564e-05}",8.0,Infrastructure/job/energy,0.26854253,Thank you to the Ambassador of Japan for welcoming me this evening to celebrate the friendship between Virginia and Japan! https://t.co/O35cxlXB2N,thank ambassador japan welcoming evening celebrate friendship virginia japan,"[('celebrate', [5, 8]), ('thank', [5, 8]), ('virginia', [8]), ('evening', [5]), ('japan', [5, 8]), ('friendship', [5]), ('ambassador', [5]), ('welcoming', [8])]","[('celebrate', ['Border/community/family', 'Infrastructure/job/energy']), ('thank', ['Border/community/family', 'Infrastructure/job/energy']), ('virginia', ['Infrastructure/job/energy']), ('evening', ['Border/community/family']), ('japan', ['Border/community/family', 'Infrastructure/job/energy']), ('friendship', ['Border/community/family']), ('ambassador', ['Border/community/family']), ('welcoming', ['Infrastructure/job/energy'])]"
TulsiGabbard,2023-06-14 12:58:11+00:00,5,Border/community/family,0.57848525,negative,0.9123354554176332,"{'negative': 0.9123354554176331, 'neutral': 0.0801408439874649, 'positive': 0.00752368476241827}",anger,0.6831340789794922,"{'anger': 0.6831340789794922, 'disgust': 0.30892401933670044, 'sadness': 0.004041431937366724, 'fear': 0.001951828715391457, 'pessimism': 0.0008966081659309566, 'anticipation': 0.0003624449309427291, 'surprise': 0.0002264881186420098, 'optimism': 0.00015987228835001588, 'joy': 0.00013279308041092008, 'trust': 8.567610348109156e-05, 'love': 8.474573405692354e-05}",7.0,Abortion/rights/guns,0.22488813,"Biden Admin continues to push their 'woke' trans agenda with a new 'Pride Month Display' which could not only violate US law, it is offensive and shows complete disrespect for the flag so many of my brothers and sisters in uniform fought and died for. https://t.co/UzJfMfvx9a",biden admin continues push woke trans agenda pride month display violate law offensive show complete disrespect flag brother sister uniform fought died,"[('biden', [5, 2]), ('law', [5, 7]), ('month', [5, 7]), ('show', [5, 2]), ('trans', [7, 2]), ('woke', [2]), ('died', [5, 7]), ('brother', [5]), ('sister', [5]), ('display', [5, 2]), ('push', [5, 2]), ('fought', [5, 7]), ('flag', [5, 7]), ('continues', [5, 7]), ('agenda', [7, 2]), ('complete', [5, 2]), ('admin', [5, 2]), ('offensive', [2]), ('pride', [5, 7]), ('disrespect', [5]), ('violate', [7]), ('uniform', [7])]","[('biden', ['Border/community/family', 'War']), ('law', ['Border/community/family', 'Abortion/rights/guns']), ('month', ['Border/community/family', 'Abortion/rights/guns']), ('show', ['Border/community/family', 'War']), ('trans', ['Abortion/rights/guns', 'War']), ('woke', ['War']), ('died', ['Border/community/family', 'Abortion/rights/guns']), ('brother', ['Border/community/family']), ('sister', ['Border/community/family']), ('display', ['Border/community/family', 'War']), ('push', ['Border/community/family', 'War']), ('fought', ['Border/community/family', 'Abortion/rights/guns']), ('flag', ['Border/community/family', 'Abortion/rights/guns']), ('continues', ['Border/community/family', 'Abortion/rights/guns']), ('agenda', ['Abortion/rights/guns', 'War']), ('complete', ['Border/community/family', 'War']), ('admin', ['Border/community/family', 'War']), ('offensive', ['War']), ('pride', ['Border/community/family', 'Abortion/rights/guns']), ('disrespect', ['Border/community/family']), ('violate', ['Abortion/rights/guns']), ('uniform', ['Abortion/rights/guns'])]"
SpeakerMcCarthy,2023-06-14 13:40:30+00:00,5,Border/community/family,0.87484103,neutral,0.7486559152603149,"{'neutral': 0.7486559152603149, 'positive': 0.24840234220027924, 'negative': 0.0029417071491479874}",joy,0.5503427982330322,"{'joy': 0.5503427982330322, 'anticipation': 0.3041932284832001, 'optimism': 0.09327591955661774, 'trust': 0.01647105999290943, 'surprise': 0.01627812720835209, 'love': 0.005719240289181471, 'disgust': 0.003504245076328516, 'sadness': 0.0033879096154123545, 'anger': 0.00257728504948318, 'pessimism': 0.002192998770624399, 'fear': 0.002057208213955164}",4.0,Republicans vs democrats,0.017897,"June 14, 2023 Celebration of Flag Day at the People’s House https://t.co/HULSJwT1aa",june celebration flag day people house,"[('people', [5]), ('house', [5]), ('day', [5]), ('flag', [5]), ('june', [5]), ('celebration', [5])]","[('people', ['Border/community/family']), ('house', ['Border/community/family']), ('day', ['Border/community/family']), ('flag', ['Border/community/family']), ('june', ['Border/community/family']), ('celebration', ['Border/community/family'])]"
POTUS,2023-06-14 14:16:11+00:00,5,Border/community/family,0.9513072,positive,0.9112967848777772,"{'positive': 0.9112967848777771, 'neutral': 0.07848075777292252, 'negative': 0.010222394950687885}",optimism,0.9391927719116212,"{'optimism': 0.9391927719116211, 'trust': 0.022948971018195152, 'joy': 0.01820407435297966, 'fear': 0.007662160787731409, 'anticipation': 0.00752812996506691, 'love': 0.0016319913556799293, 'pessimism': 0.000715268834028393, 'anger': 0.0006920270388945937, 'surprise': 0.0005222992040216923, 'sadness': 0.0005173487588763237, 'disgust': 0.00038483584648929536}",,,,"I made a promise to put diplomacy back at the center of American foreign policy. And it's because of the men and women of the @StateDept and their families that we've delivered on that promise. May God protect our diplomats, their families, and all those who serve our nation. https://t.co/vySrQUijwa",promise diplomacy center american foreign policy men woman family delivered promise god protect diplomat family serve nation,"[('american', [5]), ('god', [5]), ('diplomat', [5]), ('family', [5]), ('men', [5]), ('woman', [5]), ('protect', [5]), ('policy', [5]), ('nation', [5]), ('serve', [5]), ('center', [5]), ('foreign', [5]), ('promise', [5]), ('delivered', [5]), ('diplomacy', [5])]","[('american', ['Border/community/family']), ('god', ['Border/community/family']), ('diplomat', ['Border/community/family']), ('family', ['Border/community/family']), ('men', ['Border/community/family']), ('woman', ['Border/community/family']), ('protect', ['Border/community/family']), ('policy', ['Border/community/family']), ('nation', ['Border/community/family']), ('serve', ['Border/community/family']), ('center', ['Border/community/family']), ('foreign', ['Border/community/family']), ('promise', ['Border/community/family']), ('delivered', ['Border/community/family']), ('diplomacy', ['Border/community/family'])]"
USArmy,2023-06-14 15:01:53+00:00,5,Border/community/family,0.7644236,positive,0.9835376143455504,"{'positive': 0.9835376143455505, 'neutral': 0.014589614234864712, 'negative': 0.0018727637361735106}",joy,0.8750742673873901,"{'joy': 0.8750742673873901, 'optimism': 0.0956498235464096, 'love': 0.025110634043812752, 'trust': 0.0024212803691625595, 'anticipation': 0.0008172437665052712, 'surprise': 0.00035377289168536663, 'sadness': 0.00016351141675841063, 'fear': 0.00012287455319892615, 'pessimism': 9.976138971978799e-05, 'anger': 9.505519119556993e-05, 'disgust': 9.167331882053986e-05}",1.0,American/economics/health,0.16049401,Today we celebrate 248 years of being all we can be! For generations the #USArmy has provided countless possibilities to Soldiers of all backgrounds. #ArmyBDay | #BeAllYouCanBe https://t.co/Bl6I7Cts7C,today celebrate year generation provided countless possibility soldier background,"[('today', [5, 1]), ('year', [5, 1]), ('provided', [5, 1]), ('celebrate', [5]), ('possibility', [5]), ('generation', [5, 1]), ('soldier', [5]), ('background', [1]), ('countless', [5, 1])]","[('today', ['Border/community/family', 'American/economics/health']), ('year', ['Border/community/family', 'American/economics/health']), ('provided', ['Border/community/family', 'American/economics/health']), ('celebrate', ['Border/community/family']), ('possibility', ['Border/community/family']), ('generation', ['Border/community/family', 'American/economics/health']), ('soldier', ['Border/community/family']), ('background', ['American/economics/health']), ('countless', ['Border/community/family', 'American/economics/health'])]"
SenatorTimScott,2023-06-14 15:03:07+00:00,5,Border/community/family,0.7918042,positive,0.9777560234069824,"{'positive': 0.9777560234069824, 'neutral': 0.01966540701687336, 'negative': 0.0025785595644265413}",joy,0.679548442363739,"{'joy': 0.679548442363739, 'optimism': 0.30243274569511414, 'love': 0.011504518799483776, 'trust': 0.004358110949397087, 'anticipation': 0.001025790930725634, 'surprise': 0.0003093165869358927, 'sadness': 0.00020646705524995923, 'fear': 0.00019367966160643846, 'anger': 0.00016632233746349812, 'pessimism': 0.0001360221504000947, 'disgust': 0.00011862264364026487}",3.0,News/radio/livestream,0.12475532,"The American flag is the greatest symbol of freedom in the world. On #FlagDay, that’s something every American can celebrate. https://t.co/kQNUpUOqVk",american flag greatest symbol freedom world american celebrate,"[('american', [5]), ('freedom', [5]), ('world', [5]), ('celebrate', [5]), ('flag', [5]), ('greatest', [5]), ('symbol', [3])]","[('american', ['Border/community/family']), ('freedom', ['Border/community/family']), ('world', ['Border/community/family']), ('celebrate', ['Border/community/family']), ('flag', ['Border/community/family']), ('greatest', ['Border/community/family']), ('symbol', ['News/radio/livestream'])]"
SenatorHassan,2023-06-14 15:52:42+00:00,5,Border/community/family,0.85412186,positive,0.9855350255966188,"{'positive': 0.9855350255966187, 'neutral': 0.011641135439276695, 'negative': 0.002823836635798216}",joy,0.7950912714004517,"{'joy': 0.7950912714004517, 'love': 0.17021460831165314, 'optimism': 0.02962787263095379, 'trust': 0.0020960322581231594, 'surprise': 0.000702722929418087, 'sadness': 0.0005589123466052115, 'anticipation': 0.0005540656275115907, 'disgust': 0.0003456328122410923, 'anger': 0.0003410444187466055, 'pessimism': 0.0002367635752307251, 'fear': 0.00023103204148355871}",1.0,American/economics/health,0.020846574,Happy 248th Birthday to the @USArmy! Thank you to all who have served throughout the years.,happy  birthday thank served year,"[('year', [5]), ('thank', [5]), ('served', [5]), ('happy', [5]), ('birthday', [5])]","[('year', ['Border/community/family']), ('thank', ['Border/community/family']), ('served', ['Border/community/family']), ('happy', ['Border/community/family']), ('birthday', ['Border/community/family'])]"
