username,date,first_topic,first_topic_name,first_topic_prob,sentiment,sentiment_prob,all_sentiments,emotion,emotion_prob,all_emotions,second_topic,second_topic_name,second_topic_prob,text,lemmatized_text,per_word_topics,per_word_topics_name
jonathanvswan,2023-05-25 00:10:10+00:00,5,Border/community/family,0.38134047,negative,0.6745585799217224,"{'negative': 0.6745585799217224, 'neutral': 0.3007804751396179, 'positive': 0.024660933762788773}",sadness,0.6396099328994751,"{'sadness': 0.6396099328994751, 'disgust': 0.21938468515872955, 'anger': 0.10788124799728394, 'pessimism': 0.024128660559654236, 'fear': 0.004148136358708143, 'anticipation': 0.0017533102072775364, 'surprise': 0.0015062999445945024, 'joy': 0.0008128001936711371, 'optimism': 0.0003474183613434434, 'love': 0.00022472396085504442, 'trust': 0.00020282570039853454}",1.0,American/economics/health,0.36851057,Oh dear. Cut out again., dear cut,"[('cut', [1, 5]), ('dear', [5])]","[('cut', ['American/economics/health', 'Border/community/family']), ('dear', ['Border/community/family'])]"
RepSherrill,2023-05-25 00:19:36+00:00,5,Border/community/family,0.6562091,positive,0.9728971123695374,"{'positive': 0.9728971123695374, 'neutral': 0.025220837444067, 'negative': 0.001881986390799284}",joy,0.5430372953414917,"{'joy': 0.5430372953414917, 'optimism': 0.370174765586853, 'love': 0.04195121303200722, 'sadness': 0.02839193306863308, 'trust': 0.00856846198439598, 'anticipation': 0.003109874203801155, 'pessimism': 0.002107507549226284, 'fear': 0.001034697168506682, 'surprise': 0.0008364227833226323, 'disgust': 0.0005082092829979956, 'anger': 0.0002796330663841218}",1.0,American/economics/health,0.3094994,"Each year, I look forward to kicking off summer with Clara and Ellie from Chatham at their Iced Tea stand in the Capitol to raise awareness for ALS. ALS impacts too many families across #NJ11 and I’m so proud of their work to support those impacted by this disease. https://t.co/hVE7yvfqtP",year look forward kicking summer clara ellie chatham iced tea stand capitol raise awareness   impact family proud work support impacted disease,"[('support', [5, 1]), ('year', [5, 1]), ('capitol', [5]), ('work', [5, 1]), ('summer', [5, 1]), ('kicking', [5]), ('proud', [5, 1]), ('family', [5, 1]), ('look', [5, 1]), ('impact', [5, 1]), ('stand', [5, 1]), ('raise', [1, 5]), ('forward', [5, 1]), ('impacted', [1]), ('awareness', [1, 5]), ('disease', [1]), ('tea', [5]), ('ellie', [5]), ('chatham', [5]), ('clara', [5]), ('iced', [5])]","[('support', ['Border/community/family', 'American/economics/health']), ('year', ['Border/community/family', 'American/economics/health']), ('capitol', ['Border/community/family']), ('work', ['Border/community/family', 'American/economics/health']), ('summer', ['Border/community/family', 'American/economics/health']), ('kicking', ['Border/community/family']), ('proud', ['Border/community/family', 'American/economics/health']), ('family', ['Border/community/family', 'American/economics/health']), ('look', ['Border/community/family', 'American/economics/health']), ('impact', ['Border/community/family', 'American/economics/health']), ('stand', ['Border/community/family', 'American/economics/health']), ('raise', ['American/economics/health', 'Border/community/family']), ('forward', ['Border/community/family', 'American/economics/health']), ('impacted', ['American/economics/health']), ('awareness', ['American/economics/health', 'Border/community/family']), ('disease', ['American/economics/health']), ('tea', ['Border/community/family']), ('ellie', ['Border/community/family']), ('chatham', ['Border/community/family']), ('clara', ['Border/community/family']), ('iced', ['Border/community/family'])]"
GovWhitmer,2023-05-25 00:33:10+00:00,5,Border/community/family,0.5129082,positive,0.980929970741272,"{'positive': 0.980929970741272, 'neutral': 0.01586911268532276, 'negative': 0.0032009303104132414}",joy,0.6752181649208069,"{'joy': 0.6752181649208069, 'optimism': 0.30787691473960876, 'love': 0.009679610840976238, 'trust': 0.00496686901897192, 'anticipation': 0.001190083916299045, 'surprise': 0.00035112150362692773, 'anger': 0.00017611437942832708, 'fear': 0.0001642562565393746, 'sadness': 0.00014890235615894198, 'pessimism': 0.00011723894567694515, 'disgust': 0.00011069716128986329}",1.0,American/economics/health,0.4401209,"We have the opportunity to get things done for Michiganders, and we're taking advantage of it. I'm grateful to have partners in the legislature that want to work together to make life better for the people of this great state.",opportunity thing michigander taking advantage grateful partner legislature want work life better people great state,"[('state', [5, 1]), ('people', [1, 5]), ('taking', [1, 5]), ('thing', [1, 5]), ('work', [1, 5]), ('life', [5, 1]), ('better', [1, 5]), ('opportunity', [5, 1]), ('great', [5, 1]), ('want', [1, 5]), ('partner', [5, 1]), ('advantage', [1]), ('grateful', [5, 1]), ('legislature', [1]), ('michigander', [5])]","[('state', ['Border/community/family', 'American/economics/health']), ('people', ['American/economics/health', 'Border/community/family']), ('taking', ['American/economics/health', 'Border/community/family']), ('thing', ['American/economics/health', 'Border/community/family']), ('work', ['American/economics/health', 'Border/community/family']), ('life', ['Border/community/family', 'American/economics/health']), ('better', ['American/economics/health', 'Border/community/family']), ('opportunity', ['Border/community/family', 'American/economics/health']), ('great', ['Border/community/family', 'American/economics/health']), ('want', ['American/economics/health', 'Border/community/family']), ('partner', ['Border/community/family', 'American/economics/health']), ('advantage', ['American/economics/health']), ('grateful', ['Border/community/family', 'American/economics/health']), ('legislature', ['American/economics/health']), ('michigander', ['Border/community/family'])]"
GovMLG,2023-05-25 01:17:14+00:00,5,Border/community/family,0.78921795,positive,0.7683126926422119,"{'positive': 0.7683126926422119, 'neutral': 0.219009667634964, 'negative': 0.012677624821662903}",fear,0.3467879593372345,"{'fear': 0.3467879593372345, 'sadness': 0.33673998713493347, 'optimism': 0.15725800395011902, 'pessimism': 0.05033387616276741, 'anticipation': 0.04246382415294647, 'joy': 0.03805308789014816, 'trust': 0.0110146664083004, 'love': 0.010172073729336262, 'surprise': 0.003771519521251321, 'disgust': 0.0026120729744434357, 'anger': 0.0007928986451588571}",3.0,News/radio/livestream,0.10757196,"I want to wish Albuquerque icon Don Schrader a speedy recovery from his injuries. Pedestrians should feel safe when walking, and I urge New Mexico drivers to be more aware of those traveling on foot in your community. https://t.co/ORCEdNpfWl",want wish albuquerque icon don schrader speedy recovery injury pedestrian feel safe walking urge mexico driver aware traveling foot community,"[('injury', [5]), ('traveling', [5]), ('foot', [5, 6]), ('feel', [5, 6]), ('safe', [5, 6]), ('want', [5, 6]), ('community', [5]), ('urge', [5, 6]), ('driver', [5, 3]), ('speedy', [5]), ('albuquerque', [5]), ('mexico', [5]), ('walking', [5]), ('recovery', [5]), ('aware', [5, 6]), ('wish', [5]), ('don', [3]), ('icon', [3]), ('pedestrian', [5]), ('schrader', [6])]","[('injury', ['Border/community/family']), ('traveling', ['Border/community/family']), ('foot', ['Border/community/family', 'Election/debate']), ('feel', ['Border/community/family', 'Election/debate']), ('safe', ['Border/community/family', 'Election/debate']), ('want', ['Border/community/family', 'Election/debate']), ('community', ['Border/community/family']), ('urge', ['Border/community/family', 'Election/debate']), ('driver', ['Border/community/family', 'News/radio/livestream']), ('speedy', ['Border/community/family']), ('albuquerque', ['Border/community/family']), ('mexico', ['Border/community/family']), ('walking', ['Border/community/family']), ('recovery', ['Border/community/family']), ('aware', ['Border/community/family', 'Election/debate']), ('wish', ['Border/community/family']), ('don', ['News/radio/livestream']), ('icon', ['News/radio/livestream']), ('pedestrian', ['Border/community/family']), ('schrader', ['Election/debate'])]"
BarackObama,2023-05-25 01:30:18+00:00,5,Border/community/family,0.4454306,positive,0.9452224373817444,"{'positive': 0.9452224373817444, 'neutral': 0.049074940383434296, 'negative': 0.005702573340386152}",joy,0.7043682932853699,"{'joy': 0.7043682932853699, 'optimism': 0.23543421924114227, 'love': 0.05287177115678787, 'trust': 0.004495514556765556, 'sadness': 0.0008911813492886722, 'anticipation': 0.0007632261840626597, 'surprise': 0.000321380008244887, 'pessimism': 0.00028691967600025237, 'fear': 0.0002234101266367361, 'anger': 0.00018121903121937066, 'disgust': 0.00016286186291836202}",2.0,War,0.20017482,"Tina Turner was raw. She was powerful. She was unstoppable. And she was unapologetically herself—speaking and singing her truth through joy and pain; triumph and tragedy. Today we join fans around the world in honoring the Queen of Rock and Roll, and a star whose light will never fade.",tina turner raw powerful unstoppable unapologetically herselfspeaking singing truth joy pain triumph tragedy today join fan world honoring queen rock roll star light fade,"[('today', [5, 6]), ('world', [5, 2]), ('truth', [4, 2]), ('honoring', [5]), ('triumph', [7, 4]), ('joy', [5, 2]), ('powerful', [2, 5]), ('rock', [6, 5]), ('queen', [2, 6]), ('turner', [3]), ('fan', [5, 2]), ('light', [5, 4]), ('join', [5, 6]), ('roll', [2, 6]), ('raw', [4]), ('star', [5, 6]), ('singing', [5, 4]), ('tragedy', [5, 2]), ('pain', [5, 2]), ('fade', [2]), ('unapologetically', [6]), ('herselfspeaking', [5, 2]), ('unstoppable', [4]), ('tina', [5])]","[('today', ['Border/community/family', 'Election/debate']), ('world', ['Border/community/family', 'War']), ('truth', ['Republicans vs democrats', 'War']), ('honoring', ['Border/community/family']), ('triumph', ['Abortion/rights/guns', 'Republicans vs democrats']), ('joy', ['Border/community/family', 'War']), ('powerful', ['War', 'Border/community/family']), ('rock', ['Election/debate', 'Border/community/family']), ('queen', ['War', 'Election/debate']), ('turner', ['News/radio/livestream']), ('fan', ['Border/community/family', 'War']), ('light', ['Border/community/family', 'Republicans vs democrats']), ('join', ['Border/community/family', 'Election/debate']), ('roll', ['War', 'Election/debate']), ('raw', ['Republicans vs democrats']), ('star', ['Border/community/family', 'Election/debate']), ('singing', ['Border/community/family', 'Republicans vs democrats']), ('tragedy', ['Border/community/family', 'War']), ('pain', ['Border/community/family', 'War']), ('fade', ['War']), ('unapologetically', ['Election/debate']), ('herselfspeaking', ['Border/community/family', 'War']), ('unstoppable', ['Republicans vs democrats']), ('tina', ['Border/community/family'])]"
amyewalter,2023-05-25 03:56:30+00:00,5,Border/community/family,0.5479436,positive,0.5902261137962341,"{'positive': 0.5902261137962341, 'neutral': 0.3643477261066437, 'negative': 0.0454261489212513}",sadness,0.7061424851417542,"{'sadness': 0.7061424851417542, 'joy': 0.16665877401828766, 'optimism': 0.05653879791498184, 'love': 0.04312786087393761, 'pessimism': 0.01121855340898037, 'trust': 0.006777364294975996, 'anticipation': 0.0034199862275272608, 'disgust': 0.002524428302422166, 'surprise': 0.001626615528948605, 'fear': 0.001155997859314084, 'anger': 0.0008091265917755663}",4.0,Republicans vs democrats,0.35816,"Among the many things we share in common, Kevin : an appreciation for the ‘sad dad’",thing share common kevin appreciation sad dad,"[('sad', [4, 5]), ('thing', [4, 5]), ('common', [5, 4]), ('kevin', [4]), ('share', [5, 4]), ('dad', [5, 4]), ('appreciation', [5])]","[('sad', ['Republicans vs democrats', 'Border/community/family']), ('thing', ['Republicans vs democrats', 'Border/community/family']), ('common', ['Border/community/family', 'Republicans vs democrats']), ('kevin', ['Republicans vs democrats']), ('share', ['Border/community/family', 'Republicans vs democrats']), ('dad', ['Border/community/family', 'Republicans vs democrats']), ('appreciation', ['Border/community/family'])]"
JohnDelaney,2023-05-25 08:01:44+00:00,5,Border/community/family,0.4039904,positive,0.9338101744651794,"{'positive': 0.9338101744651794, 'neutral': 0.05997823178768158, 'negative': 0.006211623549461365}",joy,0.6946631073951721,"{'joy': 0.6946631073951721, 'optimism': 0.2544213533401489, 'love': 0.04369514808058739, 'trust': 0.004356694407761097, 'sadness': 0.0009237329359166324, 'anticipation': 0.0007813379634171724, 'surprise': 0.0003087139630224556, 'pessimism': 0.00028545301756821573, 'fear': 0.00020927871810272336, 'anger': 0.0001878171315183863, 'disgust': 0.00016734746168367565}",2.0,War,0.21754232,"RT @Tina Turner was raw. She was powerful. She was unstoppable. And she was unapologetically herself—speaking and singing her truth through joy and pain; triumph and tragedy. Today we join fans around the world in honoring the Queen of Rock and Roll, and a star whose light will never fade.",turner raw powerful unstoppable unapologetically herselfspeaking singing truth joy pain triumph tragedy today join fan world honoring queen rock roll star light fade,"[('today', [5, 6]), ('world', [5, 2]), ('truth', [4, 2]), ('honoring', [5]), ('triumph', [7, 4]), ('joy', [5, 2]), ('powerful', [2, 5]), ('rock', [6, 5]), ('queen', [2, 6]), ('turner', [3]), ('fan', [5, 2]), ('light', [5, 4]), ('join', [5, 6]), ('roll', [2, 6]), ('raw', [4]), ('star', [5, 6]), ('singing', [5, 4]), ('tragedy', [5, 2]), ('pain', [5, 2]), ('fade', [2]), ('unapologetically', [6]), ('herselfspeaking', [5, 2]), ('unstoppable', [4])]","[('today', ['Border/community/family', 'Election/debate']), ('world', ['Border/community/family', 'War']), ('truth', ['Republicans vs democrats', 'War']), ('honoring', ['Border/community/family']), ('triumph', ['Abortion/rights/guns', 'Republicans vs democrats']), ('joy', ['Border/community/family', 'War']), ('powerful', ['War', 'Border/community/family']), ('rock', ['Election/debate', 'Border/community/family']), ('queen', ['War', 'Election/debate']), ('turner', ['News/radio/livestream']), ('fan', ['Border/community/family', 'War']), ('light', ['Border/community/family', 'Republicans vs democrats']), ('join', ['Border/community/family', 'Election/debate']), ('roll', ['War', 'Election/debate']), ('raw', ['Republicans vs democrats']), ('star', ['Border/community/family', 'Election/debate']), ('singing', ['Border/community/family', 'Republicans vs democrats']), ('tragedy', ['Border/community/family', 'War']), ('pain', ['Border/community/family', 'War']), ('fade', ['War']), ('unapologetically', ['Election/debate']), ('herselfspeaking', ['Border/community/family', 'War']), ('unstoppable', ['Republicans vs democrats'])]"
MichiganDOT,2023-05-25 13:38:16+00:00,5,Border/community/family,0.5531645,neutral,0.8602375388145447,"{'neutral': 0.8602375388145447, 'positive': 0.11188247054815292, 'negative': 0.027880003675818443}",anticipation,0.4781780540943146,"{'anticipation': 0.4781780540943146, 'optimism': 0.23041307926177979, 'joy': 0.11852773278951645, 'disgust': 0.04133269190788269, 'anger': 0.03935742750763893, 'fear': 0.025029942393302917, 'surprise': 0.024463437497615814, 'trust': 0.021219154819846153, 'sadness': 0.009693396277725697, 'pessimism': 0.00961531326174736, 'love': 0.0021697680931538343}",8.0,Infrastructure/job/energy,0.17066841,"@MichiganDOT is suspending work and lifting traffic restrictions wherever possible this #MemorialDay holiday weekend to ease congestion and increase safety. Full list of state road (I, M &amp; US) lane restrictions still in place for the weekend. https://t.co/Yuy14zIA0m https://t.co/WObkMsT26w",suspending work lifting traffic restriction possible holiday weekend ease congestion increase safety list state road  lane restriction place weekend,"[('state', [5, 8]), ('road', [8, 5]), ('work', [5, 8]), ('place', [5, 8]), ('list', [5, 6]), ('possible', [5, 8]), ('weekend', [5, 8]), ('safety', [8, 5]), ('increase', [8, 5]), ('lane', [5]), ('traffic', [5, 6]), ('suspending', [5]), ('ease', [6]), ('restriction', [7, 8]), ('lifting', [7, 5]), ('holiday', [5, 6]), ('congestion', [5])]","[('state', ['Border/community/family', 'Infrastructure/job/energy']), ('road', ['Infrastructure/job/energy', 'Border/community/family']), ('work', ['Border/community/family', 'Infrastructure/job/energy']), ('place', ['Border/community/family', 'Infrastructure/job/energy']), ('list', ['Border/community/family', 'Election/debate']), ('possible', ['Border/community/family', 'Infrastructure/job/energy']), ('weekend', ['Border/community/family', 'Infrastructure/job/energy']), ('safety', ['Infrastructure/job/energy', 'Border/community/family']), ('increase', ['Infrastructure/job/energy', 'Border/community/family']), ('lane', ['Border/community/family']), ('traffic', ['Border/community/family', 'Election/debate']), ('suspending', ['Border/community/family']), ('ease', ['Election/debate']), ('restriction', ['Abortion/rights/guns', 'Infrastructure/job/energy']), ('lifting', ['Abortion/rights/guns', 'Border/community/family']), ('holiday', ['Border/community/family', 'Election/debate']), ('congestion', ['Border/community/family'])]"
SenatorTimScott,2023-05-25 15:01:21+00:00,5,Border/community/family,0.4897617,positive,0.9884045124053956,"{'positive': 0.9884045124053955, 'neutral': 0.009173791855573654, 'negative': 0.002421695040538907}",joy,0.8469132781028748,"{'joy': 0.8469132781028748, 'love': 0.09931762516498566, 'optimism': 0.04931166023015976, 'trust': 0.0023831864818930626, 'surprise': 0.0005264281062409282, 'anticipation': 0.0005086373421363533, 'anger': 0.0002482952259015292, 'sadness': 0.00023238518042489886, 'disgust': 0.00020489093731157482, 'fear': 0.00019885812071152031, 'pessimism': 0.00015477814304176718}",8.0,Infrastructure/job/energy,0.4476693,I love to see what these brothers are doing for South Carolina! They are a wonderful example of how to use your talents to grow community and jobs. https://t.co/OjPd8B8EFy,love brother south carolina wonderful example use talent grow community job,"[('job', [8, 5]), ('brother', [5]), ('love', [5]), ('use', [8, 5]), ('community', [8, 5]), ('carolina', [5, 8]), ('south', [5, 8]), ('example', [5, 8]), ('talent', [8]), ('wonderful', [5, 8]), ('grow', [8, 5])]","[('job', ['Infrastructure/job/energy', 'Border/community/family']), ('brother', ['Border/community/family']), ('love', ['Border/community/family']), ('use', ['Infrastructure/job/energy', 'Border/community/family']), ('community', ['Infrastructure/job/energy', 'Border/community/family']), ('carolina', ['Border/community/family', 'Infrastructure/job/energy']), ('south', ['Border/community/family', 'Infrastructure/job/energy']), ('example', ['Border/community/family', 'Infrastructure/job/energy']), ('talent', ['Infrastructure/job/energy']), ('wonderful', ['Border/community/family', 'Infrastructure/job/energy']), ('grow', ['Infrastructure/job/energy', 'Border/community/family'])]"
virgingalactic,2023-05-25 15:05:18+00:00,5,Border/community/family,0.52811897,positive,0.9590216279029846,"{'positive': 0.9590216279029846, 'neutral': 0.03919636830687523, 'negative': 0.0017819994827732444}",joy,0.9287155866622924,"{'joy': 0.9287155866622925, 'optimism': 0.032535430043935776, 'love': 0.021177783608436584, 'anticipation': 0.009854670614004135, 'trust': 0.004112598951905966, 'surprise': 0.002212855499237776, 'fear': 0.0007983487448655069, 'sadness': 0.00022998798522166908, 'pessimism': 0.00016223691636696458, 'disgust': 0.00011056708171963692, 'anger': 9.002054866869003e-05}",4.0,Republicans vs democrats,0.24923033,"Meet the crew for today’s #Unity25 spaceflight. First up is Astronaut 007, my wonderful friend Jamila Gilbert. Communications expert, artist, multilinguist, and soon-to-be astronaut… Seriously, is there anything she can't do?! https://t.co/dgzENMZcC9",meet crew today spaceflight astronaut wonderful friend jamila gilbert communication expert artist multilinguist soon astronaut seriously,"[('today', [5, 6]), ('expert', [5, 6]), ('soon', [6, 5]), ('seriously', [4, 5]), ('friend', [5, 6]), ('communication', [4, 5]), ('crew', [5]), ('meet', [5, 6]), ('wonderful', [5, 6]), ('artist', [5]), ('gilbert', [6]), ('astronaut', [4]), ('jamila', [5]), ('multilinguist', [5]), ('spaceflight', [5])]","[('today', ['Border/community/family', 'Election/debate']), ('expert', ['Border/community/family', 'Election/debate']), ('soon', ['Election/debate', 'Border/community/family']), ('seriously', ['Republicans vs democrats', 'Border/community/family']), ('friend', ['Border/community/family', 'Election/debate']), ('communication', ['Republicans vs democrats', 'Border/community/family']), ('crew', ['Border/community/family']), ('meet', ['Border/community/family', 'Election/debate']), ('wonderful', ['Border/community/family', 'Election/debate']), ('artist', ['Border/community/family']), ('gilbert', ['Election/debate']), ('astronaut', ['Republicans vs democrats']), ('jamila', ['Border/community/family']), ('multilinguist', ['Border/community/family']), ('spaceflight', ['Border/community/family'])]"
