username,date,text,cleaned_text,lemmantized_text,stemmed_text
CollinRugg,2023-09-29 14:49:12+00:00,BREAKING: Senator Dianne Feinstein has died at the age of 90. https://t.co/PWFmowW5lu,senator dianne feinstein died age,senator dianne feinstein died age,senat diann feinstein die age
CollinRugg,2023-09-29 03:16:21+00:00,"JUST IN: Alexandria Ocasio Cortez has posted on X about how upset she is that Elon Musk visited the southern border to examine the migrant crisis. Why is AOC so obsessed with Elon? Instead of working to fix the migrant crisis, AOC whined about Musk taking a “joyride” with Republican Rep. Tony Gonzalez. “The House is holding important votes in DC tonight, people are scrambling to avoid a shutdown, but this Republican Congressman decided to skip town to joyride with a billionaire when his own party has just a single-digit margin and needs his vote.” Imagine if she cared this much about securing the border!",alexandria ocasio cortez posted upset elon musk visited southern border examine migrant crisis aoc obsessed elon instead working fix migrant crisis aoc whined musk taking joyride republican rep tony gonzalez house holding important votes dc tonight people scrambling avoid shutdown republican congressman decided skip town joyride billionaire party singledigit margin needs vote imagine cared much securing border,alexandria ocasio cortez posted upset elon musk visited southern border examine migrant crisis aoc obsessed elon instead working fix migrant crisis aoc whined musk taking joyride republican rep tony gonzalez house holding important vote dc tonight people scrambling avoid shutdown republican congressman decided skip town joyride billionaire party singledigit margin need vote imagine cared much securing border,alexandria ocasio cortez post upset elon musk visit southern border examin migrant crisi aoc obsess elon instead work fix migrant crisi aoc whine musk take joyrid republican rep toni gonzalez hous hold import vote dc tonight peopl scrambl avoid shutdown republican congressman decid skip town joyrid billionair parti singledigit margin need vote imagin care much secur border
CollinRugg,2023-09-29 01:58:39+00:00,"REPORT: A 34 year old migrant allegedly mol*sted a 7 year old girl at knifepoint in a migrant shelter in NYC. How many stories like this need to happen before Washington wakes up? Around 9:30PM on Wednesday, a girl & her twin sister were playing in the hallway at a shelter when a man lured them into his room. The migrant then placed the knife next to the girl’s neck and groped her. The mom knocked on the door and the migrant jumped out the window. He then walked to the front of the building where the girl’s brother was waiting and a fight broke out. Get used to these stories…",year old migrant allegedly molsted year old girl knifepoint migrant shelter nyc many stories like need happen washington wakes around wednesday girl twin sister playing hallway shelter man lured room migrant placed knife next girls neck groped mom knocked door migrant jumped window walked front building girls brother waiting fight broke get used stories,year old migrant allegedly molsted year old girl knifepoint migrant shelter nyc many story like need happen washington wake around wednesday girl twin sister playing hallway shelter man lured room migrant placed knife next girl neck groped mom knocked door migrant jumped window walked front building girl brother waiting fight broke get used story,year old migrant allegedli molst year old girl knifepoint migrant shelter nyc mani stori like need happen washington wake around wednesday girl twin sister play hallway shelter man lure room migrant place knife next girl neck grope mom knock door migrant jump window walk front build girl brother wait fight broke get use stori
CollinRugg,2023-09-29 00:08:26+00:00,"NEW: Far-left NYC professor who pulled out a machete on a reporter just landed a new job Back in May, Shellyne Rodriguez, who worked at Hunter College, held a machete to a NY Post reporter's neck & threatened to ""chop"" him up. Students at Cooper Union are now freaking out after the school decided to hire Rodriguez despite her history of violence. ""I would not feel safe with that person being my professor,"" said one student to the NY Post. Rodriguez, who is open about her Marxist beliefs, also went viral in May for cursing and vandalizing a pro-life student’s display at a college event. Why does the left always get rewarded for violence?",farleft nyc professor pulled machete reporter landed job back may shellyne rodriguez worked hunter college held machete ny post reporters neck threatened chop students cooper union freaking school decided hire rodriguez despite history violence would feel safe person professor said one student ny post rodriguez open marxist beliefs also went viral may cursing vandalizing prolife students display college event left always get rewarded violence,farleft nyc professor pulled machete reporter landed job back may shellyne rodriguez worked hunter college held machete ny post reporter neck threatened chop student cooper union freaking school decided hire rodriguez despite history violence would feel safe person professor said one student ny post rodriguez open marxist belief also went viral may cursing vandalizing prolife student display college event left always get rewarded violence,farleft nyc professor pull machet report land job back may shellyn rodriguez work hunter colleg held machet ny post report neck threaten chop student cooper union freak school decid hire rodriguez despit histori violenc would feel safe person professor said one student ny post rodriguez open marxist belief also went viral may curs vandal prolif student display colleg event left alway get reward violenc
CollinRugg,2023-09-28 19:29:27+00:00,"JUST IN: A clearly flustered AOC says it is a waste of time for the House to investigate Joe Biden for exchanging influence for money that, according to his own son, he was paid ""half his salary"" for. Socialists just love corruption, don't they? ""This impeachment inquiry is an embarrassment to the time and people of this country."" In a text from 2019, Hunter Biden said that he was forced to pay half his salary to his father Joe Biden for money that was made overseas. ""I hope you all can do what I did and pay for everything for this entire family for 30 years. It's really hard. But don’t worry unlike Pop I won’t make you give me half your salary,” Hunter Biden said.",clearly flustered aoc says waste time house investigate joe biden exchanging influence money according son paid half salary socialists love corruption impeachment inquiry embarrassment time people country text hunter biden said forced pay half salary father joe biden money made overseas hope pay everything entire family years really hard worry unlike pop make give half salary hunter biden said,clearly flustered aoc say waste time house investigate joe biden exchanging influence money according son paid half salary socialist love corruption impeachment inquiry embarrassment time people country text hunter biden said forced pay half salary father joe biden money made overseas hope pay everything entire family year really hard worry unlike pop make give half salary hunter biden said,clearli fluster aoc say wast time hous investig joe biden exchang influenc money accord son paid half salari socialist love corrupt impeach inquiri embarrass time peopl countri text hunter biden said forc pay half salari father joe biden money made oversea hope pay everyth entir famili year realli hard worri unlik pop make give half salari hunter biden said
CollinRugg,2023-09-28 18:04:37+00:00,"This week, Gavin Newsom sat down with 60 Minutes, showed up to the GOP debate, dismissed it as a VP debate, called DeSantis a fool for accepting his debate offer, then stole the show with a post debate interview with Fox Host Sean Hannity. I don't know who needs to hear this but Gavin Newsom is running, most likely in 2024.",week gavin newsom sat minutes showed gop debate dismissed vp debate called desantis fool accepting debate offer stole show post debate interview fox host sean hannity know needs hear gavin newsom running likely,week gavin newsom sat minute showed gop debate dismissed vp debate called desantis fool accepting debate offer stole show post debate interview fox host sean hannity know need hear gavin newsom running likely,week gavin newsom sat minut show gop debat dismiss vp debat call desanti fool accept debat offer stole show post debat interview fox host sean hanniti know need hear gavin newsom run like
CollinRugg,2023-09-28 15:35:35+00:00,"NEW: Elon Musk says America needs a wall in a post on X and calls on the US to make “asylum seekers” prove they are truly seeking asylum. Why are our politicians so afraid to say this out loud? “We actually do need a wall and we need to require people to have some shred of evidence to claim asylum to enter, as everyone is doing that. It’s a hack that you can literally Google to know exactly what to say!” To date, 2,388,350 illegals have crossed over the border this year, already surpassing last year’s total. Drug trafficking, child trafficking, illegal crossings and our government couldn’t care less. Video: @GriffJenkins",elon musk says america needs wall post calls us make asylum seekers prove truly seeking asylum politicians afraid say loud actually need wall need require people shred evidence claim asylum enter everyone hack literally google know exactly say date illegals crossed border year already surpassing last years total drug trafficking child trafficking illegal crossings government could care less video,elon musk say america need wall post call u make asylum seeker prove truly seeking asylum politician afraid say loud actually need wall need require people shred evidence claim asylum enter everyone hack literally google know exactly say date illegals crossed border year already surpassing last year total drug trafficking child trafficking illegal crossing government could care le video,elon musk say america need wall post call us make asylum seeker prove truli seek asylum politician afraid say loud actual need wall need requir peopl shred evid claim asylum enter everyon hack liter googl know exactli say date illeg cross border year alreadi surpass last year total drug traffick child traffick illeg cross govern could care less video
CollinRugg,2023-09-28 05:03:23+00:00,"NEW: Vivek Ramaswamy calls transgenderism in children a mental disorder and calls for parents to get their rights back. 🔥🔥 He even went as far to say “affirming” kids’ genders was cruel. “I have to be very clear about this. Transgenderism, especially in kids, is a mental health disorder.“ “I'm sorry, it is not compassionate to affirm a kid's confusion. That is not compassion, that is cruelty.”",vivek ramaswamy calls transgenderism children mental disorder calls parents get rights back even went far say affirming kids genders cruel clear transgenderism especially kids mental health disorder sorry compassionate affirm kids confusion compassion cruelty,vivek ramaswamy call transgenderism child mental disorder call parent get right back even went far say affirming kid gender cruel clear transgenderism especially kid mental health disorder sorry compassionate affirm kid confusion compassion cruelty,vivek ramaswami call transgender children mental disord call parent get right back even went far say affirm kid gender cruel clear transgender especi kid mental health disord sorri compassion affirm kid confus compass cruelti
CollinRugg,2023-09-28 03:40:01+00:00,"BREAKING: Vivek Ramaswamy calls for the end of birthright citizenship for kids who were born in the US with parents who illegally entered the country. Wow 🔥 “I favor ending birthright citizenship for the kids of illegal immigrants in this country.” “Now, the left will howl about the Constitution and the 14th Amendment. The difference between me and them is I've actually read the 14th Amendment.” “What it says is that all persons born or naturalized in the United States and subject to the laws and jurisdiction thereof are citizens. So nobody believes that the kid of a Mexican diplomat in this country enjoys birthright citizenship.”",vivek ramaswamy calls end birthright citizenship kids born us parents illegally entered country wow favor ending birthright citizenship kids illegal immigrants country left howl constitution th amendment difference actually read th amendment says persons born naturalized united states subject laws jurisdiction thereof citizens nobody believes kid mexican diplomat country enjoys birthright citizenship,vivek ramaswamy call end birthright citizenship kid born u parent illegally entered country wow favor ending birthright citizenship kid illegal immigrant country left howl constitution th amendment difference actually read th amendment say person born naturalized united state subject law jurisdiction thereof citizen nobody belief kid mexican diplomat country enjoys birthright citizenship,vivek ramaswami call end birthright citizenship kid born us parent illeg enter countri wow favor end birthright citizenship kid illeg immigr countri left howl constitut th amend differ actual read th amend say person born natur unit state subject law jurisdict thereof citizen nobodi believ kid mexican diplomat countri enjoy birthright citizenship
CollinRugg,2023-09-28 01:39:24+00:00,"The scene in Michigan as residents await for Donald Trump. The biggest modern mystery is how Trump, someone who gets a welcome like this everywhere he goes and won 80% of bellwether counties, lost to someone who couldn’t get 100 people to a rally. https://t.co/08FAvRca88",scene michigan residents await donald trump biggest modern mystery trump someone gets welcome like everywhere goes bellwether counties lost someone could get people rally,scene michigan resident await donald trump biggest modern mystery trump someone get welcome like everywhere go bellwether county lost someone could get people rally,scene michigan resid await donald trump biggest modern mysteri trump someon get welcom like everywher goe bellweth counti lost someon could get peopl ralli
CollinRugg,2022-11-26 19:28:42+00:00,"Can someone tell me what the fired Twitter employees did all day? No, seriously. Elon fired 75% of them and Twitter still works the same.",someone tell fired twitter employees day seriously elon fired twitter still works,someone tell fired twitter employee day seriously elon fired twitter still work,someon tell fire twitter employe day serious elon fire twitter still work
CollinRugg,2023-09-27 19:06:59+00:00,"NEW: 'Scientist' Neil deGrasse has meltdown while trying to explain why men should be able to compete in women's sports. The 'scientists' really don't seem to follow the science these days. Before melting down, deGrasse tried coming up with a scientific explanation for why men should be able to compete in women's sports. ""So I'm wondering whether the future of those sports is, you don't contest gender with gender. You contest hormone ratios."" The meltdown came when the show hosts asked deGrasse about women being denied opportunities because the playing field is not even. ""So fix the playing field, da**it! Don't, don't say it's an unfair playing field. So all of a sudden the big issue is trans women taking the slot of a woman in an unfair playing field, fix the playing field."" ""You know something, the day you fix that playing field, this conversation will look completely ridiculous. That's what I'm trying to tell you."" The only thing that looks ridiculous is you, Neil.",scientist neil degrasse meltdown trying explain men able compete womens sports scientists really seem follow science days melting degrasse tried coming scientific explanation men able compete womens sports wondering whether future sports contest gender gender contest hormone ratios meltdown came show hosts asked degrasse women denied opportunities playing field even fix playing field dait say unfair playing field sudden big issue trans women taking slot woman unfair playing field fix playing field know something day fix playing field conversation look completely ridiculous trying tell thing looks ridiculous neil,scientist neil degrasse meltdown trying explain men able compete woman sport scientist really seem follow science day melting degrasse tried coming scientific explanation men able compete woman sport wondering whether future sport contest gender gender contest hormone ratio meltdown came show host asked degrasse woman denied opportunity playing field even fix playing field dait say unfair playing field sudden big issue trans woman taking slot woman unfair playing field fix playing field know something day fix playing field conversation look completely ridiculous trying tell thing look ridiculous neil,scientist neil degrass meltdown tri explain men abl compet women sport scientist realli seem follow scienc day melt degrass tri come scientif explan men abl compet women sport wonder whether futur sport contest gender gender contest hormon ratio meltdown came show host ask degrass women deni opportun play field even fix play field dait say unfair play field sudden big issu tran women take slot woman unfair play field fix play field know someth day fix play field convers look complet ridicul tri tell thing look ridicul neil
CollinRugg,2023-09-27 17:21:53+00:00,"Here is a list of things you can buy with $20 million. 1. The Biden family. 2. 1/5th of an F35 jet. 3. A few dozen Hunter Biden paintings. 4. 10 Bugattis. 5. A decent sized yacht. 6. A 2 inch by 1 inch white diamond. 7. A 58 bedroom, 33 bathroom, 3 bomb shelter home on a 20 acre property surrounded by water on some of the most pristine land in Florida owned by Donald Trump.",list things buy million biden family jet dozen hunter biden paintings bugattis decent sized yacht inch inch white diamond bedroom bathroom bomb shelter home acre property surrounded water pristine land florida owned donald trump,list thing buy million biden family jet dozen hunter biden painting bugattis decent sized yacht inch inch white diamond bedroom bathroom bomb shelter home acre property surrounded water pristine land florida owned donald trump,list thing buy million biden famili jet dozen hunter biden paint bugatti decent size yacht inch inch white diamond bedroom bathroom bomb shelter home acr properti surround water pristin land florida own donald trump
CollinRugg,2023-09-27 15:15:50+00:00,"NEW: Mass looting breaks out in Philadelphia, Pennsylvania as criminals were seen stealing IPhone 15s from the Apple Store. Luckily, Alexandria Ocasio-Cortez explained in 2020 why people loot: To feed their families! I’m sure those IPhone 15s will taste great. “They go out and they need to feed their child and they don't have money. So… they're put in a position where they feel like they either need to shoplift some bread or go hungry that night.”",mass looting breaks philadelphia pennsylvania criminals seen stealing iphone apple store luckily alexandria ocasiocortez explained people loot feed families sure iphone taste great go need feed child money put position feel like either need shoplift bread go hungry night,mass looting break philadelphia pennsylvania criminal seen stealing iphone apple store luckily alexandria ocasiocortez explained people loot feed family sure iphone taste great go need feed child money put position feel like either need shoplift bread go hungry night,mass loot break philadelphia pennsylvania crimin seen steal iphon appl store luckili alexandria ocasiocortez explain peopl loot feed famili sure iphon tast great go need feed child money put posit feel like either need shoplift bread go hungri night
CollinRugg,2023-09-27 02:53:45+00:00,"NEW: Social justice warrior Colin Kaepernick, who once compared the NFL to slavery, is now begging the New York Jets to be on their practice squad. Why would he want to be a ‘slave’ again? In the letter, Kaepernick argued that he deserved a spot on the team. “Worst case scenario, you see what I have to offer and you're not that impressed. Best case scenario, you realize you have a real weapon at your disposal in the event you ever need to use it. In either of these scenarios, I would be committed to getting your defense ready week in and week out, all season long, and I would wear that responsibility like a badge of honor.""",social justice warrior colin kaepernick compared nfl slavery begging york jets practice squad would want slave letter kaepernick argued deserved spot team worst case scenario see offer impressed best case scenario realize real weapon disposal event ever need use either scenarios would committed getting defense ready week week season long would wear responsibility like badge honor,social justice warrior colin kaepernick compared nfl slavery begging york jet practice squad would want slave letter kaepernick argued deserved spot team worst case scenario see offer impressed best case scenario realize real weapon disposal event ever need use either scenario would committed getting defense ready week week season long would wear responsibility like badge honor,social justic warrior colin kaepernick compar nfl slaveri beg york jet practic squad would want slave letter kaepernick argu deserv spot team worst case scenario see offer impress best case scenario realiz real weapon dispos event ever need use either scenario would commit get defens readi week week season long would wear respons like badg honor
CollinRugg,2023-09-26 23:28:27+00:00,"BREAKING: Hunter Biden received a $250,000 payment from Beijing with Joe Biden's home address listed as the beneficiary address. But keep in mind: Joe Biden has never talked to his son about overseas business dealings. Just months after Biden announced his run for president, the wire was made to Hunter Biden with Joe Biden's 1209 Barley Mill Rd address in Wilmington, Delaware listed as the beneficiary. The wire that was received came from Jonathan Li, the CEO of BHR Partners. This is the same man that Joe Biden sat down with for coffee according to testimony from Devon Archer. Biden also allegedly wrote a college recommendation for Li’s daughter to Georgetown. Nothing to see here!",hunter biden received payment beijing joe bidens home address listed beneficiary address keep mind joe biden never talked son overseas business dealings months biden announced run president wire made hunter biden joe bidens barley mill rd address wilmington delaware listed beneficiary wire received came jonathan li ceo bhr partners man joe biden sat coffee according testimony devon archer biden also allegedly wrote college recommendation lis daughter georgetown nothing see,hunter biden received payment beijing joe bidens home address listed beneficiary address keep mind joe biden never talked son overseas business dealing month biden announced run president wire made hunter biden joe bidens barley mill rd address wilmington delaware listed beneficiary wire received came jonathan li ceo bhr partner man joe biden sat coffee according testimony devon archer biden also allegedly wrote college recommendation li daughter georgetown nothing see,hunter biden receiv payment beij joe biden home address list beneficiari address keep mind joe biden never talk son oversea busi deal month biden announc run presid wire made hunter biden joe biden barley mill rd address wilmington delawar list beneficiari wire receiv came jonathan li ceo bhr partner man joe biden sat coffe accord testimoni devon archer biden also allegedli wrote colleg recommend li daughter georgetown noth see
CollinRugg,2023-09-26 20:50:14+00:00,"BREAKING: Canadian speaker Anthony Rota has resigned after calling a Ukrainian Nazi a “hero.” Total humiliation. It gets even worse. Poland is now moving to extradite 98 year old Yaroslav Hunka, the Nazi who was praised in the World Stage. “In view of the scandalous events in the Canadian Parliament, which involved honoring, in the presence of President Zelenskyy, a member of the criminal Nazi SS Galizien formation, I have taken steps towards the possible extradition of this man to Poland,” said Poland’s Education Minister Przemysław Czarnek. Yikes.",canadian speaker anthony rota resigned calling ukrainian nazi hero total humiliation gets even worse poland moving extradite year old yaroslav hunka nazi praised world stage view scandalous events canadian parliament involved honoring presence president zelenskyy member criminal nazi ss galizien formation taken steps towards possible extradition man poland said polands education minister przemysaw czarnek yikes,canadian speaker anthony rota resigned calling ukrainian nazi hero total humiliation get even worse poland moving extradite year old yaroslav hunka nazi praised world stage view scandalous event canadian parliament involved honoring presence president zelenskyy member criminal nazi s galizien formation taken step towards possible extradition man poland said poland education minister przemysaw czarnek yikes,canadian speaker anthoni rota resign call ukrainian nazi hero total humili get even wors poland move extradit year old yaroslav hunka nazi prais world stage view scandal event canadian parliament involv honor presenc presid zelenskyy member crimin nazi ss galizien format taken step toward possibl extradit man poland said poland educ minist przemysaw czarnek yike
CollinRugg,2023-09-26 19:20:39+00:00,"In January of 2022, leaked footage was released showing Border Patrol agents challenging leadership over the migrant crisis. Imagine how they must feel now? In the video, angry agents blasted leadership for not allowing them to do their job. ""Chief for evil to triumph is for good men to do nothing. That's exactly what's happening here. Good men are doing nothing. You're allowing the illegal aliens to be drop off in communities."" One agent felt remorse for fentanyl deaths due to drug trafficking over the border. ""Under this administration for the last year we had the highest fentanyl death rate in the history of our country."" You gotta feel bad for these guys. It's terrible what they are being put through. Border agent applications are going to plummet, making the situation even worse. Watch.",january leaked footage released showing border patrol agents challenging leadership migrant crisis imagine must feel video angry agents blasted leadership allowing job chief evil triumph good men nothing exactly happening good men nothing allowing illegal aliens drop communities one agent felt remorse fentanyl deaths due drug trafficking border administration last year highest fentanyl death rate history country got feel bad guys terrible put border agent applications going plummet making situation even worse watch,january leaked footage released showing border patrol agent challenging leadership migrant crisis imagine must feel video angry agent blasted leadership allowing job chief evil triumph good men nothing exactly happening good men nothing allowing illegal alien drop community one agent felt remorse fentanyl death due drug trafficking border administration last year highest fentanyl death rate history country got feel bad guy terrible put border agent application going plummet making situation even worse watch,januari leak footag releas show border patrol agent challeng leadership migrant crisi imagin must feel video angri agent blast leadership allow job chief evil triumph good men noth exactli happen good men noth allow illeg alien drop commun one agent felt remors fentanyl death due drug traffick border administr last year highest fentanyl death rate histori countri got feel bad guy terribl put border agent applic go plummet make situat even wors watch
CollinRugg,2023-09-26 17:50:58+00:00,"REPORT: The Biden campaign has a full-scale plan to make sure he doesn't trip in public going into the 2024 election cycle according to Axios. Does the president need diapers too? To make sure Biden doesn't humiliate himself in public again, the president's handlers started making him wear tennis shoes so he doesn't slip. Biden is also now being forced to use the short stairs on Air Force One, meaning he is entering the plane on a lower deck. Axios also claims senior Democrats are getting more irritated with Biden's public appearance as tripping and public confusion has become a common occurrence. Clown show.",biden campaign fullscale plan make sure trip public going election cycle according axios president need diapers make sure biden humiliate public presidents handlers started making wear tennis shoes slip biden also forced use short stairs air force one meaning entering plane lower deck axios also claims senior democrats getting irritated bidens public appearance tripping public confusion become common occurrence clown show,biden campaign fullscale plan make sure trip public going election cycle according axios president need diaper make sure biden humiliate public president handler started making wear tennis shoe slip biden also forced use short stair air force one meaning entering plane lower deck axios also claim senior democrat getting irritated bidens public appearance tripping public confusion become common occurrence clown show,biden campaign fullscal plan make sure trip public go elect cycl accord axio presid need diaper make sure biden humili public presid handler start make wear tenni shoe slip biden also forc use short stair air forc one mean enter plane lower deck axio also claim senior democrat get irrit biden public appear trip public confus becom common occurr clown show
CollinRugg,2023-09-26 15:13:52+00:00,"NEW: Elon Musk will be doing more for the border crisis than the president as he will be visiting Eagle Pass, TX as the migrant crisis worsens. Where is this leadership from Washington? Musk made the announcement on X, saying he had to “see what’s going on for myself.” “They are being overwhelmed by unprecedented numbers – just hit an all-time high and still growing!” As noted by Musk, border crossings are skyrocketing as 2,388,350 illegals have crossed the border this year, already surpassing last year’s total. The video below was captured by a Fox News source showing military aged men on the way to Eagle Pass. Video: @GriffJenkins",elon musk border crisis president visiting eagle pass tx migrant crisis worsens leadership washington musk made announcement saying see going overwhelmed unprecedented numbers hit alltime high still growing noted musk border crossings skyrocketing illegals crossed border year already surpassing last years total video captured fox news source showing military aged men way eagle pass video,elon musk border crisis president visiting eagle pas tx migrant crisis worsens leadership washington musk made announcement saying see going overwhelmed unprecedented number hit alltime high still growing noted musk border crossing skyrocketing illegals crossed border year already surpassing last year total video captured fox news source showing military aged men way eagle pas video,elon musk border crisi presid visit eagl pass tx migrant crisi worsen leadership washington musk made announc say see go overwhelm unpreced number hit alltim high still grow note musk border cross skyrocket illeg cross border year alreadi surpass last year total video captur fox news sourc show militari age men way eagl pass video
CollinRugg,2023-09-26 03:37:21+00:00,"JUST IN: New York City is gearing up to pay over $1,000,000,000 on just hotels over the next 3 years to house illegal immigrants. Good! That’s what happens when you call yourself a “Sanctuary City.” But that’s just the hotel costs. NYC Mayor Eric Adams estimates the total cost of the migrant crisis will be about $12B over the next 3 years. “We are past our breaking point,” he said. “With more than 57,300 individuals currently in our care on an average night, it amounts to $9.8 million a day. Almost $300 million a month and nearly $3.6 billion a year.” Residents in NYC have had enough. In the video below, Staten Island locals were arrested for blocking migrant buses.",york city gearing pay hotels next years house illegal immigrants good happens call sanctuary city hotel costs nyc mayor eric adams estimates total cost migrant crisis next years past point said individuals currently care average night amounts million day almost million month nearly billion year residents nyc enough video staten island locals arrested blocking migrant buses,york city gearing pay hotel next year house illegal immigrant good happens call sanctuary city hotel cost nyc mayor eric adam estimate total cost migrant crisis next year past point said individual currently care average night amount million day almost million month nearly billion year resident nyc enough video staten island local arrested blocking migrant bus,york citi gear pay hotel next year hous illeg immigr good happen call sanctuari citi hotel cost nyc mayor eric adam estim total cost migrant crisi next year past point said individu current care averag night amount million day almost million month nearli billion year resid nyc enough video staten island local arrest block migrant buse
CollinRugg,2023-09-26 01:57:23+00:00,"NEW: Tucker shreds the left for their latest trend of encouraging people to not have kids because it will make them “happier.” Tucker preaching the truth as always 🔥 “Anyone telling you don't have children, kill your children is not your friend… is your enemy.” “The point of life is to have children and to watch them have grandchildren. Nothing will bring you joy like that will. Nothing comes close.”",tucker shreds left latest trend encouraging people kids make happier tucker preaching truth always anyone telling children kill children friend enemy point life children watch grandchildren nothing bring joy like nothing comes close,tucker shred left latest trend encouraging people kid make happier tucker preaching truth always anyone telling child kill child friend enemy point life child watch grandchild nothing bring joy like nothing come close,tucker shred left latest trend encourag peopl kid make happier tucker preach truth alway anyon tell children kill children friend enemi point life children watch grandchildren noth bring joy like noth come close
CollinRugg,2023-09-26 00:02:32+00:00,"Photos of the handgun that Donald Trump wanted to purchase in South Carolina have been released, showing custom engravings featuring Trump. I see why he wanted it 🔥 Spokesman for Trump, Steven Cheung initially reported that the former president purchased the gun however the Trump campaign says he didn't end up going through with the purchase.",photos handgun donald trump wanted purchase south carolina released showing custom engravings featuring trump see wanted spokesman trump steven cheung initially reported former president purchased gun however trump campaign says end going purchase,photo handgun donald trump wanted purchase south carolina released showing custom engraving featuring trump see wanted spokesman trump steven cheung initially reported former president purchased gun however trump campaign say end going purchase,photo handgun donald trump want purchas south carolina releas show custom engrav featur trump see want spokesman trump steven cheung initi report former presid purchas gun howev trump campaign say end go purchas
CollinRugg,2023-09-25 21:16:29+00:00,"JUST IN: Canadian PM Justin Trudeau says people need to watch out for “Russian propaganda” after Canada’s Parliament gave a standing ovation to a Nazi. You just gave a standing ovation to a Nazi & you think Russian propaganda is the problem? “It’s extremely upsetting… I think it’s gonna be really important that all of us push back against Russian propaganda, Russian disinformation, and continue our steadfast and unequivocal support for Ukraine.” Russia didn’t make you celebrate a Nazi, @JustinTrudeau.",canadian pm justin trudeau says people need watch russian propaganda canadas parliament gave standing ovation nazi gave standing ovation nazi think russian propaganda problem extremely upsetting think going really important us push back russian propaganda russian disinformation continue steadfast unequivocal support ukraine russia make celebrate nazi,canadian pm justin trudeau say people need watch russian propaganda canada parliament gave standing ovation nazi gave standing ovation nazi think russian propaganda problem extremely upsetting think going really important u push back russian propaganda russian disinformation continue steadfast unequivocal support ukraine russia make celebrate nazi,canadian pm justin trudeau say peopl need watch russian propaganda canada parliament gave stand ovat nazi gave stand ovat nazi think russian propaganda problem extrem upset think go realli import us push back russian propaganda russian disinform continu steadfast unequivoc support ukrain russia make celebr nazi
CollinRugg,2023-09-25 20:01:50+00:00,JUST IN: Former President Donald Trump has allegedly purchased a Glock handgun in South Carolina. Amazing 🇺🇸 https://t.co/VusyrcFKlh,former president donald trump allegedly purchased glock handgun south carolina amazing,former president donald trump allegedly purchased glock handgun south carolina amazing,former presid donald trump allegedli purchas glock handgun south carolina amaz
CollinRugg,2023-09-25 18:24:37+00:00,"JUST IN: The United States will pay Ukrainian salaries but furlough American citizens in the impending government shutdown. Your government hates you and loves war. If Congress fails to pass a spending plan, the U.S. government will shut down at the end of the month but will continue to fund salaries in Ukraine. But what about federal employees in America? According to Newsweek, they will be furloughed. Yes, your tax dollars will be used to fund Ukrainian salaries while American citizens are forced to wait for their pay while the government remains closed.",united states pay ukrainian salaries furlough american citizens impending government shutdown government hates loves war congress fails pass spending plan yous government shut end month continue fund salaries ukraine federal employees america according newsweek furloughed yes tax dollars used fund ukrainian salaries american citizens forced wait pay government remains closed,united state pay ukrainian salary furlough american citizen impending government shutdown government hate love war congress fails pas spending plan yous government shut end month continue fund salary ukraine federal employee america according newsweek furloughed yes tax dollar used fund ukrainian salary american citizen forced wait pay government remains closed,unit state pay ukrainian salari furlough american citizen impend govern shutdown govern hate love war congress fail pass spend plan you govern shut end month continu fund salari ukrain feder employe america accord newsweek furlough ye tax dollar use fund ukrainian salari american citizen forc wait pay govern remain close
CollinRugg,2023-09-25 17:15:52+00:00,"BREAKING: Senator Menendez, who was just indicted on bribery charges, has hired the same attorney as... wait for it Hunter Biden! You can't make this up 😂 Last week, Menendez was indicted for accepting bribes to help Egypt's government. Menendez appears to now be in panic mode as he has hired Hunter Biden's attorney Abbe Lowell. Lowell is currently representing Hunter Biden for federal gun charges. Menendez and his wife allegedly accepted “hundreds of thousands of dollars of bribes in exchange for using Menendez's power and influence as a Senator to seek to protect and enrich Hana, Uribe, and Daibes, and to benefit the Arab Republic of Egypt.” The Senator “provided sensitive US Government information and took other steps that secretly aided the Government of Egypt.”",senator menendez indicted bribery charges hired attorney wait hunter biden cannot make last week menendez indicted accepting bribes help egypts government menendez appears panic mode hired hunter bidens attorney abbe lowell lowell currently representing hunter biden federal gun charges menendez wife allegedly accepted hundreds thousands dollars bribes exchange using menendezs power influence senator seek protect enrich hana uribe daibes benefit arab republic egypt senator provided sensitive us government information took steps secretly aided government egypt,senator menendez indicted bribery charge hired attorney wait hunter biden can not make last week menendez indicted accepting bribe help egypt government menendez appears panic mode hired hunter bidens attorney abbe lowell lowell currently representing hunter biden federal gun charge menendez wife allegedly accepted hundred thousand dollar bribe exchange using menendezs power influence senator seek protect enrich hana uribe daibes benefit arab republic egypt senator provided sensitive u government information took step secretly aided government egypt,senat menendez indict briberi charg hire attorney wait hunter biden can not make last week menendez indict accept bribe help egypt govern menendez appear panic mode hire hunter biden attorney abb lowel lowel current repres hunter biden feder gun charg menendez wife allegedli accept hundr thousand dollar bribe exchang use menendez power influenc senat seek protect enrich hana urib daib benefit arab republ egypt senat provid sensit us govern inform took step secretli aid govern egypt
